User,Review Year,Ratings,Review
Rax,2020,1, Censorship machine
Kevin,2020,1, Trash
Jake Passafiume,2021,1, No more respect for sony
Keslen Vialva,2022,1, Stick drift
coachdenz,2022,1, Stopped working after 7 months
Alonte Griffin,2020,1, Disappointed
Amazon Customer,2021,1, Garbage
Shop till you drop,2022,3, Great fast console but controllers are cheap and don't last
Disappointed!,2023,1," Sony 300.00 service charges with n! Rude customer service, and China made Garbage Components!"
Tiffany H.,2021,1, Fake PS5
Max Fleenor,2022,1, Do not buy a disc version
Amazon Customer,2022,5," It's just another PlayStation, and Sony did not cause the microchip shortage, the auto industry did."
Ari Karim,2020,1, Crashes. Don’t buy
Sam Tracey,2021,5, A good console to have but not many games yet
Viet Pham,2021,1, Product review
Semir D,2021,1, Amazon own me apologies
Brian,2022,5, Best console to date
Germain Krauss,2021,1, Product Tampered With
Slynk,2021,5, Best system out today
Amazon Customer,2022,5, Drastic Improvements From the PS4 to the PS5
NasTraDooMis,2020,4, Carbon fiber gears of war 3 wrapped ps5 !
Jason F.,2022,5, Excellent Console. Nuff Said. 🙏
Shawn W.,2021,4, Reviewing the System not the Ordering Process
Brian,2021,1, This item appears to be used and placed back into box when supposed to be new
James E,2021,1, Ordered new PS5 got used
Stephanie B,2021,4, A Real Review*****
MIT Grad,2021,5, Available From PlayStation Direct--Often (Aug 2021)
Samuel Clemens,2020,4, A next gen console with real growing pains
Kevin,2021,1, PS5 problems
Jonathan Cox,2022,5, This looks so good on my shelf!
Maximus,2021,1, Garbage
Floyd Crosby,2022,1, Horrible
Jay,2021,1, Defective item
maria,2021,1, Poor Handling/Quality Control
chris951,2021,5, great console. purchased on another website.
RR,2021,1, Disc drive broken
no,2021,1, Ps5 gpu over heating
Edward bradford,2021,1, Do not waste your money
MENACHEM H.,2021,1, Defective ps5
J. Cruz,2021,5, Best console to date! Get it!
Israel Figueroa,2021,1, Possible tampering of unit
YO,2021,1, Soulja Boy Console wannabe
Mista 808,2020,1, Doesn't even FEEL that better than a PS4 Pro (AND NO GAMES YET!)
J. Merrill,2021,1, Not worth it
Says Shé...,2021,5, PS5 is where it’s at just don’t buy from scalpers
Desiree stanley,2021,1, Stopped working after second use
Jorge A. Hernandez,2021,1, Contro dañado
Reinier Mendez,2021,1, Consola baneada
Amazon Customer,2021,1, Missing Controller
Jesse Hawkins,2021,1, Broken PS5
Amazon Customer,2021,5, Amazing
Angelo Ibrahim,2021,1, Horrible product for gaming
JE1992,2020,5, Don’t review it if you don’t have one. Grow up.
IT Developer 2028,2020,5," One heck of a NexGen Console, and worth the wait."
Rebecca w,2021,1, RIP off
Sharifah,2021,1," Sucks, Xbox is better"
Amazon Customer,2020,5, Get one if you can!
Matthew Smith,2021,1, Missing 💔
Karen Schultz,2021,5, The PS5 waiting game
Kassalyn Whiting,2021,1, Item will not power on
Vincent,2021,1, Resell this POS
mariela meneses,2021,5, Perfect
R. Garcia,2021,5, Best next gen console
Cypherx0001,2021,5," Great Purchase, Glad I finally got one!"
ian,2021,1, Charged 784.99 for it to not show up right!
arm711,2021,5, An amazing piece of tech!!
Deshawn white,2021,5, Great
Nick,2021,5, Everyone complaining of the launch.
andres,2021,1, Ps5 didn't work
feng,2021,1, Bad PS5
RedguyDorian,2020,4, it plays ps4 and ps5 games and all movie
diana,2021,1, Couldn’t believe it
jccheng,2021,1, still no 1440p support
Mike,2020,5," Review of the actual system, not a salty rant from missing out"
Rolf Kinder Gilet,2021,1, Overpriced
Drew,2021,1, Damaged Box mangled
Basil Foxx,2021,1, it shuts off on its own .. right out of the box
Aplace1210,2020,5, Overly strong sense of self-importance
ddavis,2020,1, Shame on you Sony and AMAZON
Samir Ahmed,2021,5, Nice console better than PS4
Luis Rivera,2021,5, Best PS5 Ever
Big Dawgs Fam,2020,5, Awesome console!
MIchael Brown,2021,1, Meh
Amazon Customer,2021,1," Overpriced, never being in stock is annoying and no browser is a bummer"
Amazon Customer,2021,1, Overhyped
Wesley,2020,5, That is you want this ps5 keep your mouth shut don't tell
April S.,2020,5, 2020 PS5 yeah boy
Mr. Right,2020,5, The future of gaming is here
Rick W,2021,5, Amazing console no one should complain.
Paul B.,2020,5, Bad review because you didn’t get one?...
mikuel,2021,5, Worth the wait
Lluvia,2021,5, Nice
ronald,2021,1, Shame on you for selling it that high but shame on me for buying it
The Goat,2021,5, Perfect
William F.,2020,5, Playstation 5 - Next-Gen Performance
Kyle,2020,1, Playstation 5 is a fail!
angel eduardo,2020,5," Luv it , none for littke kids haha"
Jesus and Cyndi,2020,5, Exceptional Next Gen gaming.
Bryce,2020,5, So Fast.... unreal
Drew,2021,5, Impeccable
Nathan Ancelet,2021,5, How PS5 helped me.
DJTEL,2020,5, Love this console! Life changing!!
Amazon_Customer,2021,5, What we’ve all been waiting for!
HAWKS!,2021,5, Fantastic
Gargus,2020,5, Everything I wanted it to be.
Mario,2021,5, Incredible
Efrain V.,2020,5, Got mine elsewhere
Ramses,2020,5, Free Stress
Evelyn,2020,5, TS5
Shaneqa Stewart,2020,5," Lil helpful tip to battle the scalpers.. Can't beat them, join them (in a sense lmao)"
Ashlee Collins,2020,1, DO NOT BUY MARKED UP PS5's!
K. T. Smith,2020,5, Ignore the stupid 1 star reviews...
Juan Cerda,2021,5, Worth it for retail price
Rob Clark,2020,5, Just be patient
Luis,2020,5, Hugeeee but great
NikoB,2020,1, Sony Knew Demand was High
Greg,2020,5, I want one ps5 i never got one
Lonnie J.,2020,1, Disappointed
Giovanni,2020,5, Patience
Heather Hubbell,2021,5, A definite must have
87thhunter,2020,5," Really with the one star reviews, it's new wait and they will make more"
Joe,2020,5, Amazing sale!
Cesar Sanchez,2020,5, Patiently waiting.
Garrett Clark,2020,5, Y'all are silly.
Josh,2020,5, A thing of beauty
Todd,2020,5, For the whiny kids
JG,2020,1, Scalpers joy launch
Jake Sansing,2020,5, Awesome!
Amazon Customer,2020,5, Stop complaining about not getting a console
Anthony Fuchs,2020,5, A Must Buy
Amazon Customer,2020,5, People crying
randy the fool,2020,1, Garbage
Raegen Lang,2021,5, Let’s go
Anthony,2020,5, IT'S AMAZING
Sameer,2020,5, Ps5
Tomye,2021,4, Box came dented
Sam Bischoff,2021,5, I want to play cool new video games plz
Natalia Hanchas,2021,5, Yes
tom rancour,2020,5, Awsome price
Mike,2021,5, Great
The 48,2021,5," Look For One, Instead of Complaining"
Abdulrahman,2020,5, SSD speed
N. Walsh,2021,5, As advertised
Jelisa Rogers,2021,5, Clean transaction
Richard R.,2020,5, chill tf out
Jennifer Payne,2021,1, Worst Product Rollout Ever
JC,2020,5, Already looking next-gen
Amazonian,2021,4, Quit your clamoring
Big_Ken_115,2020,1, 499.99 or stop reselling
Nathaniel Conn,2020,5, Great DualSense controller
dejan,2020,5, Best console ever!
Chris O,2020,1, Disaster
R7177,2021,5, Buy it from a retailer and not scalpers!
Adrian Pelzer,2020,5, Great system
Justin,2020,1, Perfect example of failing industry practices. But they don't care
Chalee,2020,1, annoyed
Haleigh,2021,5, Great console
Stacy jones,2020,5, Amazing!
Imelda Cardinale,2020,5, awww boohoo karens stop whining like a baby that you couldnt get your ps5 right away
Simp,2020,5," Super easy, so guud"
Musa,2020,5, GOT ONE!
Heather Crabtree,2021,5, Amazon lets bots rule
Adnan,2021,5, PS5
Jefe,2021,5, Great!
Angel,2021,5, Took a while but worth it
Nash,2020,5," Best choice ever, durrr"
Alexander satriano,2020,5, Ps5
PW,2021,5, Get used to the chaos
Karlos,2020,5, The best console.
Denise allen,2021,5, It nice cant wait to use play it
jon,2020,5, PLEASE be patient and dont buy inflated priced products.
Alex,2020,5, Barely Managed to cop
Amazon Customer,2021,5, BRO
Amir,2020,5, Wouldn’t refresh my cart smh.
Sam simpson,2021,5, I be going hard
Marshall,2020,5, Ps5
Julian,2020,5, Ps2.5
mark,2020,5, PlayStation 5 more plz
Miguel Reyes,2020,5, high end quality
rosalba c maldonado,2020,5, Tech And Looks
David 3,2020,5, PS5
Amazon Customer,2020,5, So quiet
Keegan Cross,2020,5, Grabbed one!
Aide Rodriguez,2020,5, Awesome
Mikey R.,2020,5, Performance
luis,2020,5, Playstation 5
Brendan,2021,5, I got one
Amazon Customer,2020,5, Yes
ghulam hussain,2020,5, Ok
nobody,2020,1, Amazon should not allow this
Brian,2021,1," Do not overpay for this, it’s not worth it"
Amazon Customer,2020,1, Do not buy at this price!!
Nehemiah,2021,1, Get a life
trizizz28,2021,1, Never in life
Stephan,2020,1, dont encourage this
floyd harrison,2020,1, Disgrace!
Alegna,2020,1, Retail bots
Adair Jarod Kimble,2021,1, They trippin
Kasey Walker,2021,1, No way!
Silva,2021,1, Always out of stock
superLuper,2021,1, joedaddy
BR in Texas,2021,1, Price gouge!!
Erika,2021,1, Nope
d Foster,2021,1, Better off getting a gaming PC it's cheaper
Hector D. Chavez,2021,1, Price
Amazon Customer,2021,1, D back report
Jen,2021,1, Overpriced
Matthew J. Prevost,2020,1, PS5 scam
Glenda,2020,1, Sucks
MR,2021,1, Really
Amazon Customer,2021,1, Highway robbery
Full time mommy,2020,1, Screw Sony
Eric Smith,2020,1, Why even release online only so scammers with bots can buy all of them and resale
Pat m,2021,1, Shame on you
Raul,2020,1, Asking to much
Amazon Customer,2021,1, Ridiculous
Gökhan,2020,1, SELLING POLICY IS REALLY BAD
Johnny Clayton,2020,1, Worthless!!!
Damion Jackson,2020,1, Trash price
Person,2020,3," Great for Exclusives, not much else. Very overhyped."
rigoberto revilla,2020,1, Caro
Simon,2021,3, Food for Thought for the Future
Andres Builes,2020,1, Rip-off
Amazon Customer,2020,1, The price is too high!!!
Justin,2020,1, Scum of the earth
Ashante,2020,1, Price
RC,2020,1, Scalped
Kyle P. Bayuk,2020,1, Way overhyped
MP,2020,1, Worst launch ever!
Laura E.T.,2020,1," $1,177.00????"
Raik_Havok,2021,3, Should be a massive 100+question survey for everyone
Chasse M Leger,2020,1, Don’t do it
Keith Streeter,2020,1," SCAM, DON'T BUY"
Kiabe,2020,1, Rude
Quindrick,2021,1, Scalpers &Unreasonable Prices
Mikaylah Gross,2021,3, Does not have Atmos support and lacking features.
Jacqueline Parlanti,2020,1, Good luck getting a ps5 for under $1000
Kisha Watson,2020,4, Excited....
HONEST REVIEW,2020,1, GARBAGE
Amazon Customer,2020,1, Terrible Experience
Brandon,2020,2," To Amasony, (AMAZON&SONYincasetheycantread)"
A,2021,3, Controller Doesn't Work - Gets Really Hot! Nice Graphics.
Sunny,2020,1, Nope
Domer Bzomer,2020,4," Play has no limits, except that it can't play 3D movies"
BleeKasHell,2020,1, Microsoft anyone?
SniperAcademy,2020,3," Slow clap to you, Sony"
Amazon Customer,2020,1, Sucks sucks sucks
Amazonlifer,2020,1, No common sense-at all!
Haya,2020,1, CRUSHED HEARTS AND SPIRITS!!
Franklin Urdiales,2020,2, Pricey
Andy,2020,1, No PS5 For You
Joe,2020,1, Stupid
.,2020,1, The disappointment I have for SCE is beyond words.
Amazon Customer,2020,1, Sony treats customers like swamp trash.
Amber B,2020,3, PS5 COME HOME TO US LOL
Mike,2020,1, Supply and demand baby!
bratton caldwell,2020,1, No
Henry,2021,1, Bad
Joevon Hill,2021,1, lol
Dragvinity,2020,1, Dont buy it rip off
nosympathy,2020,1, Failures all around
Socratez,2020,1, What a Joke!
Eddie Conrad,2020,1, Blessed?
Ivan,2021,1, not worth more than $515
PolskaPride,2020,1, LASTED TWO DAYS!!!
Joe L. Cobb Jr.,2021,1, PlayStation needs to regulate their product and do so before Xbox is the only real option.
Gerry Pedraza,2020,4, Playstation has no limits!
Michael Anthony Rainey,2021,1, This still annoys me dearly.
Mr. Soto,2020,1, PS5 lunch day.
Christian Jones,2021,1, Garbage
Robert Elstermeyer,2021,1, Sony Suits Hate Gamers
Will,2020,1, disgrunted consumer
Sumit Purkayastha,2020,1, Worst launch in the history
Resell Tech,2020,5, PS5 Console and Controller
muthanna Alhamadani,2020,1, Crazy price
Justin,2021,1," Sad/depressing, rip off, scammers/robbers/ 0 stars(to me)"
Daniel S.,2021,2, The bad and the ugly
MurrDurr666,2020,1, Good luck getting one
David A,2020,1, Ps5 rip off
dan,2020,1, No golden ticket here....
Daniel Herrmann,2020,1, Just another irritated shopper
Shahzad Soonawalla,2020,2, Demand over Supply. Unbalanced.
tristan garcia,2021,3, Chip Shortage
Roberto Rosario,2020,1, Don’t buy for overpriced consoles!
Vincent,2020,5," Next Gen PlayStation, Controller"
R. Ace,2020,1, Please do not buy.
Darth Báäl,2020,1, $$$ick
Jamela,2020,2, The simple idea of following through
Kindle Customer,2020,1, Poor quality & execution
Angel,2020,1, BS Boycott PS5
Arron Mc Neill,2020,1, Scam for Resalers
Zachary,2021,1, Horrible
Devin A.,2021,1, I remember a time when game companies had integrity....
Justin g.,2020,1, Garbage
Colby Bean,2020,1, Preordered in september just for them to cancel it yesterday
A. Jani,2020,1, SCALPERS
Titus,2020,1, Impossible to get/ Lack of information
Troy,2020,2, Keep calm and wait like everyone else.
Pat,2020,1, Overpriced garbage
joseph,2020,1, Too expensive
James,2020,1, I'm waiting until next year to get one.
Amazon Customer,2021,1, Redesigned interface is a DISASTER
Prime Customer,2022,1, Way overpriced should be $499
Mrs. Shelby,2020,1, Price
Scarebear,2021,1, Don't pay scalper/reseller prices.
Troy cotton,2021,1, Boycott PS 5
Ganesh Ramcharran,2021,1, Disappointing doesn't describe it enough.
RPM,2022,1, Nope
CJ,2021,1, Price point
miltonbanks,2020,1, Sony screwed up big time
Evan,2021,1, Do not buy at prices like this.
Darren,2020,1, Start releasing stuff and not putting a release time out
S. Wong,2021,1, Keep it up
Davieboy,2021,1, Embarrassing
J. Mulkey,2020,1, PS BS
Ann Marie Mostek,2020,1, WHAT?!
Narek,2020,1, Can not even grab one
Michael Borick,2020,1, Stop.....
Devon Fitzpatrick,2021,1, I’d leave 0 stars if possible
Terrance Griffith,2021,1, I refuse to pay this price hike
The Dude Abides,2020,4, It's really big.
HFK,2020,1, From a long time Sony fan
Samuel Smiel,2021,1, Weak ass launch and still bad hate it
Lady Red,2020,1, F. U SONY
David Markley,2020,1, Awful launch
Nipples Malone,2021,1, Dude this sucks
Screw Scalpers,2021,1, Scalpers are disgusting people
Michael & Sarah Yarina,2021,1, Maybe in a year or two...LOL
K. Cross,2022,1," I hate that Amazon allows these ""resellers"" because most use bots"
Phil,2020,1, Why Are There No Playstations Ever?
Zachary costa,2020,1, Can’t buy the console so 1 star
Eid Alotaibi,2020,1," Sony, you are a joke!!!!!!"
didaliu,2021,3, Scalpers are hateful
Ubiquitous,2022,1, Nothing special
Brenton,2020,1, Frustrating
Michael T,2020,1, Scalpers at it again.
Chad,2021,1, Scalping
PMac761,2021,1, Ban PS5 scalpers NOT Dr. Seuss
Amazon Customer,2020,3, No limits
Robert m.,2020,1, I’m done fighting
Alec D.,2021,1, Don’t support these
C. Wyman,2021,1, Scalpers
Joshua Wimert,2021,1, Save your money for the Pro version.
Luke,2021,1, It has been half a year.
James Thomas,2020,1," Junk, overpriced"
Marty,2020,1, LOL
Spartan,2020,1, Not worth the risk
JG,2020,1, Don’t even know about the console.
Timothy Petrose,2021,1, What PS5?
Stacey Nave,2020,1, Heartbroken for my children
Rudy,2020,1, Not worth it
Andrew S.,2021,1, I'd rather wait
Jorge,2020,1, 1 star because of Sony's terrible launch
CT,2021,1, Disappointed
Renza,2021,1, You people should be ashamed of yourselves.
Tony,2021,1, You know this makes me sick!
moghraby,2020,1, OVERCHARGED
Anthony Heredia,2021,1, Disappointed
Ber,2021,1, This is ridiculous!
David Hou,2021,1, Do not feed the greedy
Del,2021,2," the more things change , the more they stay the same"
Haliyah,2021,1, SCAM
Cory,2020,1, No
TG.,2020,1, Don't reward scalping
Amazon Customer,2020,1, Shame & Disgrace To Manufacturers of P. Station
Brandon cairns,2021,1, They weren't prepared
Brandon,2021,1, AMAZON YOU FAILED!!! 1 PS5 PER HOUSEHOLD ADDRESS ITS SIMPLE!!
David,2020,1," ""Valued customers"""
Taf,2020,1, What's the point?
Junniejjang,2020,1, Sony's profit <<<<< Scalpers and resellers profits
Conrado Bautista,2020,1, Sony dropped the ball
piotr sowa,2021,1, Disappointed in SONY
William A.,2020,1, Flawed system red of rings
Rich,2020,1, NA
Didi Gray,2020,1, What a joke this has become
James,2021,1, terrible. unavailable everywhere.
Lin Stoddard,2021,1, Ridiculous
M.Machado,2020,1, Total rip off
Richard Newville,2021,1, its march
Frank,2021,1, ÉSTO ES UN ROBO Y ABUSO AL CLIENTE
Gwen<3'sBooks,2021,1, How does this have a 5-star rating?
Mark,2021,1, Sony is playing favorites
Kobraki,2020,1, What a joke
Daniel Acabeo,2021,1, Don't Give Them an Inch.
G. Knowles,2020,1, You won't be able to get one for retail until the Spring
De Nomolos,2020,1, Racist symbolism
Brian B.,2020,1, Shame
Javier Antonio,2021,1, Not until June of 2022 there be for everyone
Abdoulaye Niagadou,2021,1, Its useless.
Huxley,2021,1, Wet
JEAN MARIE LAURORE,2020,1, dumb scaplers
chandler collins,2020,1, Sony
MasonicEagle32,2021,1, BS
Amazon Customer,2021,1, It’s never been this difficult to spend money
Joe Biden,2021,1, not paying more than $500 for a ps5
Christopher Patterson,2021,1," SO ELUSIVE, I don’t even want it anymore."
Robert L,2021,1, Tip for Sony
Amazon Customer,2021,1, The system is broken
Mr. Answer seeker,2021,1, Rather wait until the price drop
Brayan,2021,1, Fake ps5
Amador,2021,1, It's a sad thing
Kiko281,2021,1, RÍP OFF
Gilbert Fong,2021,1," Forget ps 5, go PC"
craig s cotchan,2021,1, Playstation has limits.
Zach B.,2021,1, Nintendo introduced their new consoles more efficiently
Amanda Davenport,2021,1, Dont support this
Jon,2021,1, Thanks for nothing Sony.
Alexander P,2021,1, Overpriced
joseph C,2020,1, there know hope
GS,2022,1, Guess it's time for an x box
Bryan Matheny,2021,1, PlayStation is complete trash.
April Costa,2021,1, Crazy price
bombastic,2021,1, Losing faith Sony
Kevon,2021,1, Just upset
PG,2021,1, Worst rollout of a product EVER.
Gabo08,2021,1, Price gouging
Reynaldo S.,2020,1, Disgusted
whig,2021,1, Worst rollout of a product I have ever seen
Manny,2020,1, Gaystation
Corlo,2021,1, Worst business ever
K. Moorehous,2021,1, PS4 is fine
PannellRob,2021,1, Nice try Scalp-Man
THE MAC ATTACK,2021,1, CHANGE THE PRICE
Walt Petersen,2021,1, PS5
RAUL O.,2021,1, Rip off!!!
hyspace,2020,1, The lauching is a mess
Adrian Z.,2020,2, Worst start to next gen.
Aidan Shifflett,2021,1, Disgusting Business Practices
Brian K Alesna,2020,1, Don't buy.
Fatih Yokus,2020,1, It's over for me
felicita portillo,2021,2, damn
Paulo,2020,1, Disgusting sad scalpers Sony needs to step up.
the ghost,2020,1, trash....
Tim m.,2021,1, Sony won't get my money agsin.
Amazon Customer,2020,1, They scamming yall
Kindle Customer,2020,1, Over priced and system issues
Oscar Wilbon,2021,1, Just shameful
Charlie Phillips,2021,1, Finished
JEAN D.,2020,1, Selfish world
Alexander G.,2021,1, Not funny
C. F. Barnes,2021,1, Terrible launch
southernmel1st,2020,1, Sony supports resellers only. They don't care about the people that just want to play.
Ernest Marshall,2020,1, Unsatisfactory
Eric,2020,1, I waited so long for nothing
Jon d,2021,1, Rip off
ReJoyce,2020,1, Not for PS5 but sellers taking advantage during a pandemic!
K,2021,1, I WANT MY PS5!!!!!!!!!
Bidonne Sam,2021,1, NOT WORTH IT
J.lee,2021,1, dont buy them for ridiculous prices
Sandro N.,2021,1, Un robo
todd wester,2021,1, PS5 broken no customer support
Celetics35,2021,1, Shame on You!
Dre M.,2020,1, PS5 BS
AVSRoyal,2020,1, No more Sony
Isaac,2021,1, Lost interest tired of trying
Kuro Soza,2020,1, Epic fail
Ben B.,2021,1, Unfeal
Brandon spencer,2021,1, We should sue both Amazon and Sony poor jobs on both ends
Matthew Strawser,2021,1, Not accessible.
Tony,2020,1, Scum
Peter J. Jenkins,2021,1, Amazon Crashes Every Time
Amazon Customer,2021,1, Scam
Chelly,2021,1, Stop supporting bad ppl
Matthew,2021,1, Annoyed...
Steve,2021,1, Not worth the trouble
Taylor-Anne Dumas,2021,1, Scalpers can eat it.
Vl87,2021,1, Terrible.
Joseph Ziad Jazrwy,2021,1, I would rather
Cary Gephart,2021,1, Sony should’ve had more supply
Abel Solorzano,2020,1, easy solve! Let the scalpers sit on their invetory
Amazon Customer,2020,1, SMH
Diane Tison,2021,1, No Availability
Benjamin,2021,1, Ruined gaming
Harry,2021,1, DO NOT! give in to the scalper prices.
Vinayak,2020,1, Why Should We Pay Mark Up?
Christina Meyer,2021,1, Xbox Better
Alexandra Oliveros,2020,1, Not good
Joseperez,2020,1, Wtf is Sony thinking?
craftyguitar,2020,1, “Play Has No Limits” ... unless
Richard McDaniel,2021,1, No ps5 available
Samson,2021,1, Big problem
P.C,2021,1, disastrous launch
Jack,2020,1, Amazon doesn't give a shit
spkrmakr,2020,1, Worst Product Launch Ever
Mr. B,2021,1, SCAM
Amazon Custy,2020,1, Why?
Juana S.,2020,1, Need to hire bots
Robert Boylan,2021,1, DO NOT BUY
angelo,2020,1, 1200 dollars
Max Reiss,2020,1, Really???
Joel t,2021,1, Looking forward to buying mine in 2035
Alexander LaLonde,2020,1, Prepare maybe?
Paul,2021,1, Too expensive
AK-Adam,2020,1, Not worth 1500 dollars.
Brendan N. Charney,2021,1, Not worth it for this price
Antonio Reyes,2020,1, People buying pallets of consoles and selling them for 2000 dollars
Mark R. Moore,2021,1," Make more if we have to pay more, jack"
Adrian Munoz1,2020,1, How
Byron H.,2021,1, Horrible marketing
Gerald,2020,1, He want to be rich and treat us like garbage
April,2020,1, SONY SUCKS
Jessica Wilson,2020,1, On Sony :/
Joseph Kopel,2021,1, Can’t stand people
Henrryxd,2020,1, disappointing the availability of this product
Amazon fan,2021,1, bruh
Jo jo,2021,1, You suck
Rosa Saldana,2020,1, BS
Joshua clee,2020,1, Pc better
Kawika,2021,1, No Supply
joseph morales jr,2021,1, Trash!
Amazon Customer,2021,1, Wait.
T. Buff,2021,1, Rip off
shane ott,2020,1, Sony is such a FRAUD
Ryan,2021,1, Unethical business practices.
jeremy hall,2020,1, Desperate
Daniel R.,2021,1, Crook
Seth,2020,1, Sony and retailers bumble the launch
Gingka Hagane,2021,1, This product does not exist.
Damian Avinger,2021,1, Terrible
Amazon1Hunter,2021,1, PC
Prissy88,2020,1," If you can't manufacture enough for everyone that wants one, you shouldn't be in business."
Vincent,2020,1, Screw Sony and Amazon
Robert lopez,2021,1, Don’t buy!
Dee,2020,1, Scalper
carlos,2020,1, Sony you are terrible!!!!
J_ Aguallo,2021,1, This is bs!!!
Doug,2020,1, Greedy
Roy A. Teel Jr.,2020,2, $$$ PS5 Review to date ITS LONG BUT A MUST READ!
James M clark,2021,1, And it's gone
AA-Ron,2021,1, Pain
lydia,2021,1, IT'S A SCAM
Dan.R,2020,1, WORST LAUNCH EVER!!!
C,2020,1," No, no, no"
Daniel brown,2020,1, Scalpers and bots are dbags
Gomes,2020,1, Rip off!!!
Daniel wolf,2021,1, No ill wait to i find one at the real price
Brent da Silva,2021,1, Can’t even buy
Shogun assasin,2021,1, Sony sucks
Christopher Ahl,2020,1, SCAM
Amazon Customer,2020,1, Horrible
richard lewis,2020,1, Agree to Agree
Amazon Customer,2021,1, Ps5 is trash don't buy
Ouki710,2021,1, Horrible IT
Mitchell Trevino,2021,1, What is wrong with today online shopping
I Electrician,2021,1, No bueno
Amazon Customer,2021,1, .
Sollo,2021,1, Rip off
Customer Paul,2021,1, 🤣
enigma76,2021,1, PRICE GOUGING
Omar L.,2020,1, I'll wait
Kara A. Thompson,2020,1, I cant believe bots or people buy ps5's and charge over 1k. Ill wait if I have to.
Justin long,2020,1, Horrible Sony
Amazon Customer,2021,1, Terrible
ivan,2021,1, Bots won
Dan,2021,1, Fix your carting system
Donnie Ray Aguilo,2021,1, scam
tarsh can,2021,1, Garbage
Amazon Customer,2020,1, Bleep bleep not cheap!
albin salguero,2020,1, Mother F
GT,2020,1, Overpriced ps5
Rocky,2021,1, Beware!!!
HorrorLife,2021,1, Just wow
Kain Torres,2021,1, If you’re wondering why they’re no games the ps5 this is why!
N/A,2021,1," Dont buy, it sucks"
Chef,2021,1, Evil
A,2020,1, $1500 = Robbery
Breanna,2020,1, Bad business
Amazon Customer,2020,1, Poor production by Sony
Amazon Customer,2020,1, Rip off.
Pipes 69,2020,1, Worse Launch In Game History
Win_Easy,2021,5, I was pleasantly surprised.
Erik C.,2021,5, Love this thing! If you never owned a PS4 you should get a PS5 totally worth it!
"Autumn Smith, Kindle Customer",2021,5," Got a PS5, cheap, used, and works amazingly!!!"
Mel & Lars,2022,5, Worth It!
sam young,2022,5, Beautiful
C G,2021,5, Very hard system to find
Howard S.,2021,5, Surprise Restock
Christian Y.,2021,5, PS5 is the console for console gamers
Jackie & Christina Mitchell,2021,5, Perfection
Joe Carrier,2021,5, Another gift for my grandson
Jerome B.,2021,4, Play Station 5
Mizzie99,2021,4, PS5
Fredd,2022,5, Sony best console to date
Robert F. Stevens III,2021,5, PS5 is an great console
Jennifer Roma,2021,5, good cop
john goldson,2021,5," Very trust worthy, I will buy another from this seller"
Katia Cristina de Oliveria Fialho,2021,5, Perfeito
Fernando Beltran,2021,2, Xbox is better
Rodney,2022,5, G
liwu,2021,5, cool man
Cecil E. Riddle,2021,5, Good purchase make sure you get a smart tv that has all the specs need for best performance.
Amazon Customer,2020,5, Ps5!
Victoria Price,2021,5, Best having system ever 🤩🤩
Michael Percy,2020,5, A true next level of Gaming
Igotmine,2020,5, So happy I got one
Amazon Customer,2022,5, Enjoyable
ERØS,2021,5, Recommended
:-),2021,5," Awesome Purchase. However, the seller price gouged their customers. Should be a law against this"
Chris Winkler,2022,5, Awesome console!!
Coder,2021,5, I got lucky to have gotten this via Treasure Truck!
dxn-solutions,2021,5, Recomendado
Titan Brave,2021,5, LOVE IT
B. Long,2021,5, Great Upgrade
Michael J Egan,2020,5, Love the 4k start up screen
JR,2021,5, Ps5 rocks
Coolie Bai,2021,5, Great Service
boyblunder,2020,5, Easily the best console on the planet today!
Anthony Morris,2020,5, The GOAT
Mr.WildCal,2021,5, Amazing product by Sony!
Daniel Ramirez,2021,5, 👍👍👍
Ludovic BOBE,2021,5, Perfect
BxBoopie,2022,5, Perfect Gift
Nadine Landrew,2020,5, Awesome Console
Austin Le,2021,5, Amazing is an understatement
Umar Khan,2021,2, Box damage
Jorge Juarez,2021,5, Great console!
TyGuy,2021,5, The best gaming console out there!
Hazel,2021,5, Super awesome and my little sister is satisfied with it :)
McBrizzle,2021,5," Exactly what I ""over"" paid for."
F. C.,2020,5, Amazing Console! Love it!
rootbeerafloat,2023,1, Sucks
Michael,2021,5, I feel your pain but keep on trying and it’ll be worth it.
Art Tep,2021,5, Awesome
mk,2021,5, Addicting
Derrick Thomas,2021,5, surprise
Jason Palmer,2021,5, Fun
Paras Agrawal,2021,5, Great Console!
Ari,2021,4, Nice!
hoang hien khuu,2020,5, Amazing Next Gen Console
Xuruo,2021,5, Fast delivery
Amazon Customer,2021,1, sony sucks
Heather Beardsley,2021,5, It was great
Tiare,2021,5, Awesome
Laiken,2022,5, Awesome
Calvin Phan,2021,5, Enjoyable
Daphne,2021,4," Nice, cost almost double"
Steven,2021,5, Showed up early
Amazon Customer,2020,1, Wtf ass
SSK,2021,5, As expected
Jamee J,2021,3, Bugging Out
Chad L.,2020,3, This thing is a monster but amazing!
Stwart Pena,2020,5, Stunning 4K/60FPS Gaming
Matthew Puente,2020,5, 5/5
Shane Tang,2021,5, best console and controller
R. Rodriguez,2021,1, PS5F-DAT
Wasif Hussain,2021,5, Awsome
Joseph E. Humphrey,2021,5, Big but impressive!
Lupeq661,2021,5, Amazing next gen console
Mom Addicted to Target,2021,5, Amazing
